weekdate,simple_countries,cumulative_prob
2020-05-17,algeria,0.284912718204489
2020-05-17,andorra,0.999376558603491
2020-05-17,argentina,0
2020-05-17,armenia,0
2020-05-17,australia,1
2020-05-17,austria,1
2020-05-17,azerbaijan,0
2020-05-17,bangladesh,0
2020-05-17,belarus,0.723815461346633
2020-05-17,belgium,1
2020-05-17,bolivia,0
2020-05-17,bosniaandherzegovina,0.999376558603491
2020-05-17,brazil,0
2020-05-17,bulgaria,1
2020-05-17,burkinafaso,0.999688182101653
2020-05-17,cameroon,0
2020-05-17,canada,0.981296758104738
2020-05-17,chad,0.947007481296758
2020-05-17,chile,0
2020-05-17,china,1
2020-05-17,colombia,0
2020-05-17,cotedivoire,0.92643391521197
2020-05-17,croatia,1
2020-05-17,cuba,1
2020-05-17,czechia,1
2020-05-17,democraticcongo,0.22568578553616
2020-05-17,denmark,1
2020-05-17,dominicanrepublic,0.609102244389027
2020-05-17,ecuador,1
2020-05-17,egypt,0
2020-05-17,elsalvador,0.407107231920199
2020-05-17,estonia,1
2020-05-17,finland,1
2020-05-17,france,1
2020-05-17,germany,1
2020-05-17,ghana,0.966334164588529
2020-05-17,greece,1
2020-05-17,guatemala,0
2020-05-17,guinea,0
2020-05-17,haiti,0
2020-05-17,honduras,0
2020-05-17,hungary,1
2020-05-17,india,0
2020-05-17,indonesia,0
2020-05-17,iran,0.832917705735661
2020-05-17,iraq,0
2020-05-17,ireland,1
2020-05-17,israel,1
2020-05-17,italy,1
2020-05-17,japan,1
2020-05-17,kazakhstan,0
2020-05-17,kenya,0
2020-05-17,kosovo,0.999376558603491
2020-05-17,kuwait,0
2020-05-17,latvia,1
2020-05-17,lebanon,0
2020-05-17,liberia,0.982358003442341
2020-05-17,lithuania,1
2020-05-17,luxembourg,1
2020-05-17,malaysia,0.94139650872818
2020-05-17,mali,0.677680798004988
2020-05-17,mexico,0
2020-05-17,moldova,0.751246882793017
2020-05-17,morocco,1
2020-05-17,netherlands,1
2020-05-17,newzealand,1
2020-05-17,nicaragua,0
2020-05-17,niger,1
2020-05-17,nigeria,0
2020-05-17,northmacedonia,0.993765586034913
2020-05-17,norway,1
2020-05-17,oman,0
2020-05-17,pakistan,0.808603491271821
2020-05-17,panama,0.478802992518703
2020-05-17,peru,0
2020-05-17,philippines,0.718827930174564
2020-05-17,poland,0.749376558603491
2020-05-17,portugal,0.999376558603491
2020-05-17,qatar,0
2020-05-17,romania,0.984413965087282
2020-05-17,russia,0.659600997506234
2020-05-17,sanmarino,1
2020-05-17,saudiarabia,0.764962593516209
2020-05-17,senegal,0.875311720698254
2020-05-17,serbia,0.999376558603491
2020-05-17,sierraleone,0
2020-05-17,singapore,0.974438902743142
2020-05-17,slovakia,1
2020-05-17,slovenia,1
2020-05-17,somalia,0
2020-05-17,southafrica,0
2020-05-17,southkorea,1
2020-05-17,spain,1
2020-05-17,sudan,0
2020-05-17,sweden,0.784912718204489
2020-05-17,switzerland,1
2020-05-17,tajikistan,0.231296758104738
2020-05-17,tanzania,1
2020-05-17,thailand,1
2020-05-17,tunisia,0.999376558603491
2020-05-17,turkey,0.997506234413965
2020-05-17,ukraine,0.816708229426434
2020-05-17,unitedarabemirates,0
2020-05-17,unitedkingdom,0.993765586034913
2020-05-17,uruguay,0.96072319201995
2020-05-17,us,0.958852867830424
2020-05-17,yemen,0
2020-05-24,afghanistan,0.235037406483791
2020-05-24,albania,0.89214463840399
2020-05-24,algeria,0.284912718204489
2020-05-24,andorra,0.999376558603491
2020-05-24,argentina,0
2020-05-24,armenia,0
2020-05-24,australia,1
2020-05-24,austria,1
2020-05-24,azerbaijan,0
2020-05-24,bangladesh,0
2020-05-24,belarus,0.723815461346633
2020-05-24,belgium,1
2020-05-24,bolivia,0
2020-05-24,bosniaandherzegovina,0.999376558603491
2020-05-24,brazil,0.109725685785536
2020-05-24,bulgaria,1
2020-05-24,burkinafaso,0.999688182101653
2020-05-24,cameroon,0.766832917705736
2020-05-24,canada,0.981296758104738
2020-05-24,chad,0.947007481296758
2020-05-24,chile,0
2020-05-24,china,1
2020-05-24,colombia,0
2020-05-24,cotedivoire,0.92643391521197
2020-05-24,croatia,1
2020-05-24,cuba,1
2020-05-24,czechia,1
2020-05-24,democraticcongo,0.22568578553616
2020-05-24,denmark,1
2020-05-24,dominicanrepublic,0.609102244389027
2020-05-24,ecuador,1
2020-05-24,egypt,0
2020-05-24,elsalvador,0.407107231920199
2020-05-24,estonia,1
2020-05-24,finland,1
2020-05-24,france,1
2020-05-24,germany,1
2020-05-24,ghana,0.966334164588529
2020-05-24,greece,1
2020-05-24,guatemala,0
2020-05-24,guinea,0.996259351620948
2020-05-24,haiti,0
2020-05-24,honduras,0
2020-05-24,hungary,1
2020-05-24,india,0
2020-05-24,indonesia,0.696384039900249
2020-05-24,iran,0.832917705735661
2020-05-24,iraq,0.241271820448878
2020-05-24,ireland,1
2020-05-24,israel,1
2020-05-24,italy,1
2020-05-24,japan,1
2020-05-24,kazakhstan,0.832294264339152
2020-05-24,kenya,0
2020-05-24,kosovo,0.999376558603491
2020-05-24,kuwait,0.710099750623441
2020-05-24,latvia,1
2020-05-24,lebanon,0.971945137157107
2020-05-24,liberia,0.982358003442341
2020-05-24,lithuania,1
2020-05-24,luxembourg,1
2020-05-24,malaysia,0.94139650872818
2020-05-24,mali,0.677680798004988
2020-05-24,mexico,0
2020-05-24,moldova,0.751246882793017
2020-05-24,morocco,1
2020-05-24,netherlands,1
2020-05-24,newzealand,1
2020-05-24,nicaragua,0
2020-05-24,niger,1
2020-05-24,nigeria,0
2020-05-24,northmacedonia,0.993765586034913
2020-05-24,norway,1
2020-05-24,oman,0
2020-05-24,pakistan,0.808603491271821
2020-05-24,panama,0.478802992518703
2020-05-24,peru,0
2020-05-24,philippines,0.718827930174564
2020-05-24,poland,0.749376558603491
2020-05-24,portugal,0.999376558603491
2020-05-24,qatar,0.501246882793017
2020-05-24,romania,0.984413965087282
2020-05-24,russia,0.659600997506234
2020-05-24,sanmarino,1
2020-05-24,saudiarabia,0.764962593516209
2020-05-24,senegal,0.875311720698254
2020-05-24,serbia,0.999376558603491
2020-05-24,sierraleone,0
2020-05-24,singapore,0.974438902743142
2020-05-24,slovakia,1
2020-05-24,slovenia,1
2020-05-24,somalia,0
2020-05-24,southafrica,0
2020-05-24,southkorea,1
2020-05-24,spain,1
2020-05-24,sudan,0.465087281795511
2020-05-24,sweden,0.784912718204489
2020-05-24,switzerland,1
2020-05-24,tajikistan,0.231296758104738
2020-05-24,tanzania,1
2020-05-24,thailand,1
2020-05-24,tunisia,0.999376558603491
2020-05-24,turkey,0.997506234413965
2020-05-24,ukraine,0.816708229426434
2020-05-24,unitedarabemirates,0.403366583541147
2020-05-24,unitedkingdom,0.993765586034913
2020-05-24,uruguay,0.96072319201995
2020-05-24,us,0.958852867830424
2020-05-24,yemen,0.596009975062344
2020-05-31,afghanistan,0.267456359102244
2020-05-31,albania,0.899002493765586
2020-05-31,algeria,0.417705735660848
2020-05-31,andorra,0.999376558603491
2020-05-31,argentina,0.247506234413965
2020-05-31,armenia,0.309850374064838
2020-05-31,australia,1
2020-05-31,austria,1
2020-05-31,azerbaijan,0.343516209476309
2020-05-31,bangladesh,0.397755610972569
2020-05-31,belarus,0.728802992518703
2020-05-31,belgium,1
2020-05-31,bolivia,0.139650872817955
2020-05-31,bosniaandherzegovina,0.999376558603491
2020-05-31,brazil,0.190149625935162
2020-05-31,bulgaria,1
2020-05-31,burkinafaso,0.999688182101653
2020-05-31,cameroon,0.766832917705736
2020-05-31,canada,0.981296758104738
2020-05-31,chad,0.947007481296758
2020-05-31,chile,0.210099750623441
2020-05-31,china,1
2020-05-31,colombia,0.241895261845387
2020-05-31,cotedivoire,0.92643391521197
2020-05-31,croatia,1
2020-05-31,cuba,1
2020-05-31,czechia,1
2020-05-31,democraticcongo,0.253740648379052
2020-05-31,denmark,1
2020-05-31,dominicanrepublic,0.638403990024938
2020-05-31,ecuador,1
2020-05-31,egypt,0.278054862842893
2020-05-31,elsalvador,0.437032418952619
2020-05-31,estonia,1
2020-05-31,finland,1
2020-05-31,france,1
2020-05-31,germany,1
2020-05-31,ghana,0.966334164588529
2020-05-31,greece,1
2020-05-31,guatemala,0.339152119700748
2020-05-31,guinea,0.996259351620948
2020-05-31,haiti,0.121571072319202
2020-05-31,honduras,0.501246882793017
2020-05-31,hungary,1
2020-05-31,india,0.195137157107232
2020-05-31,indonesia,0.703865336658354
2020-05-31,iran,0.842269326683292
2020-05-31,iraq,0.283665835411471
2020-05-31,ireland,1
2020-05-31,israel,1
2020-05-31,italy,1
2020-05-31,japan,1
2020-05-31,kazakhstan,0.832917705735661
2020-05-31,kenya,0.433915211970075
2020-05-31,kosovo,0.999376558603491
2020-05-31,kuwait,0.72069825436409
2020-05-31,latvia,1
2020-05-31,lebanon,0.971945137157107
2020-05-31,liberia,0.982788296041308
2020-05-31,lithuania,1
2020-05-31,luxembourg,1
2020-05-31,malaysia,0.942019950124688
2020-05-31,mali,0.688902743142145
2020-05-31,mexico,0.201371571072319
2020-05-31,moldova,0.768079800498753
2020-05-31,morocco,1
2020-05-31,netherlands,1
2020-05-31,newzealand,1
2020-05-31,nicaragua,0.227556109725686
2020-05-31,niger,1
2020-05-31,nigeria,0.365960099750623
2020-05-31,northmacedonia,0.993765586034913
2020-05-31,norway,1
2020-05-31,oman,0.620324189526185
2020-05-31,pakistan,0.809226932668329
2020-05-31,panama,0.537406483790524
2020-05-31,peru,0.212593516209476
2020-05-31,philippines,0.726932668329177
2020-05-31,poland,0.764962593516209
2020-05-31,portugal,0.999376558603491
2020-05-31,qatar,0.553615960099751
2020-05-31,romania,0.984413965087282
2020-05-31,russia,0.666458852867831
2020-05-31,sanmarino,1
2020-05-31,saudiarabia,0.783665835411471
2020-05-31,senegal,0.875311720698254
2020-05-31,serbia,0.999376558603491
2020-05-31,sierraleone,0.610972568578554
2020-05-31,singapore,0.974438902743142
2020-05-31,slovakia,1
2020-05-31,slovenia,1
2020-05-31,somalia,0.993765586034913
2020-05-31,southafrica,0.20074812967581
2020-05-31,southkorea,1
2020-05-31,spain,1
2020-05-31,sudan,0.467581047381546
2020-05-31,sweden,0.79426433915212
2020-05-31,switzerland,1
2020-05-31,tajikistan,0.309226932668329
2020-05-31,tanzania,1
2020-05-31,thailand,1
2020-05-31,tunisia,0.999376558603491
2020-05-31,turkey,0.997506234413965
2020-05-31,ukraine,0.824812967581048
2020-05-31,unitedarabemirates,0.459476309226933
2020-05-31,unitedkingdom,0.993765586034913
2020-05-31,uruguay,0.96072319201995
2020-05-31,us,0.958852867830424
2020-05-31,yemen,0.618453865336658
2020-06-07,afghanistan,0.35785536159601
2020-06-07,albania,0.912094763092269
2020-06-07,algeria,0.593516209476309
2020-06-07,andorra,0.999376558603491
2020-06-07,argentina,0.379052369077307
2020-06-07,armenia,0.425187032418953
2020-06-07,australia,1
2020-06-07,austria,1
2020-06-07,azerbaijan,0.486907730673317
2020-06-07,bangladesh,0.494389027431422
2020-06-07,belarus,0.753117206982544
2020-06-07,belgium,1
2020-06-07,bolivia,0.226932668329177
2020-06-07,bosniaandherzegovina,0.999376558603491
2020-06-07,brazil,0.342269326683292
2020-06-07,bulgaria,1
2020-06-07,burkinafaso,0.999688182101653
2020-06-07,cameroon,0.769326683291771
2020-06-07,canada,0.981920199501247
2020-06-07,chad,0.947007481296758
2020-06-07,chile,0.338528678304239
2020-06-07,china,1
2020-06-07,colombia,0.403990024937656
2020-06-07,cotedivoire,0.927057356608479
2020-06-07,croatia,1
2020-06-07,cuba,1
2020-06-07,czechia,1
2020-06-07,democraticcongo,0.351620947630923
2020-06-07,denmark,1
2020-06-07,dominicanrepublic,0.70573566084788
2020-06-07,ecuador,1
2020-06-07,egypt,0.412718204488778
2020-06-07,elsalvador,0.52930174563591
2020-06-07,estonia,1
2020-06-07,finland,1
2020-06-07,france,1
2020-06-07,germany,1
2020-06-07,ghana,0.966334164588529
2020-06-07,greece,1
2020-06-07,guatemala,0.384039900249377
2020-06-07,guinea,0.996259351620948
2020-06-07,haiti,0.149625935162095
2020-06-07,honduras,0.522443890274314
2020-06-07,hungary,1
2020-06-07,india,0.362219451371571
2020-06-07,indonesia,0.739401496259352
2020-06-07,iran,0.867206982543641
2020-06-07,iraq,0.397755610972569
2020-06-07,ireland,1
2020-06-07,israel,1
2020-06-07,italy,1
2020-06-07,japan,1
2020-06-07,kazakhstan,0.836034912718205
2020-06-07,kenya,0.486907730673317
2020-06-07,kosovo,0.999376558603491
2020-06-07,kuwait,0.781795511221945
2020-06-07,latvia,1
2020-06-07,lebanon,0.973192019950125
2020-06-07,liberia,0.98407917383821
2020-06-07,lithuania,1
2020-06-07,luxembourg,1
2020-06-07,malaysia,0.947630922693267
2020-06-07,mali,0.726932668329177
2020-06-07,mexico,0.371571072319202
2020-06-07,moldova,0.805486284289277
2020-06-07,morocco,1
2020-06-07,netherlands,1
2020-06-07,newzealand,1
2020-06-07,nicaragua,0.236284289276808
2020-06-07,niger,1
2020-06-07,nigeria,0.485037406483791
2020-06-07,northmacedonia,0.993765586034913
2020-06-07,norway,1
2020-06-07,oman,0.649002493765586
2020-06-07,pakistan,0.815461346633416
2020-06-07,panama,0.644638403990025
2020-06-07,peru,0.366583541147132
2020-06-07,philippines,0.768703241895262
2020-06-07,poland,0.806733167082294
2020-06-07,portugal,0.999376558603491
2020-06-07,qatar,0.662510390689942
2020-06-07,romania,0.984413965087282
2020-06-07,russia,0.717581047381546
2020-06-07,sanmarino,1
2020-06-07,saudiarabia,0.832294264339152
2020-06-07,senegal,0.881546134663342
2020-06-07,serbia,0.999376558603491
2020-06-07,sierraleone,0.626558603491272
2020-06-07,singapore,0.974438902743142
2020-06-07,slovakia,1
2020-06-07,slovenia,1
2020-06-07,somalia,0.993765586034913
2020-06-07,southafrica,0.307980049875312
2020-06-07,southkorea,1
2020-06-07,spain,1
2020-06-07,sudan,0.495635910224439
2020-06-07,sweden,0.841645885286783
2020-06-07,switzerland,1
2020-06-07,tajikistan,0.492518703241895
2020-06-07,tanzania,1
2020-06-07,thailand,1
2020-06-07,tunisia,0.999376558603491
2020-06-07,turkey,0.997506234413965
2020-06-07,ukraine,0.851620947630923
2020-06-07,unitedarabemirates,0.564214463840399
2020-06-07,unitedkingdom,0.993765586034913
2020-06-07,uruguay,0.962593516209476
2020-06-07,us,0.96072319201995
2020-06-07,yemen,0.690149625935162
2020-06-14,afghanistan,0.448254364089776
2020-06-14,albania,0.930174563591022
2020-06-14,algeria,0.707605985037406
2020-06-14,andorra,1
2020-06-14,argentina,0.493765586034913
2020-06-14,armenia,0.519326683291771
2020-06-14,australia,1
2020-06-14,austria,1
2020-06-14,azerbaijan,0.611596009975062
2020-06-14,bangladesh,0.582917705735661
2020-06-14,belarus,0.791147132169576
2020-06-14,belgium,1
2020-06-14,bolivia,0.33354114713217
2020-06-14,bosniaandherzegovina,0.999376558603491
2020-06-14,brazil,0.46072319201995
2020-06-14,bulgaria,1
2020-06-14,burkinafaso,0.999688182101653
2020-06-14,cameroon,0.784912718204489
2020-06-14,canada,0.983167082294264
2020-06-14,chad,0.953241895261846
2020-06-14,chile,0.466334164588529
2020-06-14,china,1
2020-06-14,colombia,0.518703241895262
2020-06-14,cotedivoire,0.932668329177057
2020-06-14,croatia,1
2020-06-14,cuba,1
2020-06-14,czechia,1
2020-06-14,democraticcongo,0.451995012468828
2020-06-14,denmark,1
2020-06-14,dominicanrepublic,0.773067331670823
2020-06-14,ecuador,1
2020-06-14,egypt,0.533042394014963
2020-06-14,elsalvador,0.597256857855362
2020-06-14,estonia,1
2020-06-14,finland,1
2020-06-14,france,1
2020-06-14,germany,1
2020-06-14,ghana,0.966334164588529
2020-06-14,greece,1
2020-06-14,guatemala,0.464463840399003
2020-06-14,guinea,0.996259351620948
2020-06-14,haiti,0.201371571072319
2020-06-14,honduras,0.569201995012469
2020-06-14,hungary,1
2020-06-14,india,0.487531172069826
2020-06-14,indonesia,0.786159600997506
2020-06-14,iran,0.895885286783042
2020-06-14,iraq,0.497506234413965
2020-06-14,ireland,1
2020-06-14,israel,1
2020-06-14,italy,1
2020-06-14,japan,1
2020-06-14,kazakhstan,0.84788029925187
2020-06-14,kenya,0.561097256857855
2020-06-14,kosovo,0.999376558603491
2020-06-14,kuwait,0.834164588528678
2020-06-14,latvia,1
2020-06-14,lebanon,0.975062344139651
2020-06-14,liberia,0.985585197934595
2020-06-14,lithuania,1
2020-06-14,luxembourg,1
2020-06-14,malaysia,0.954488778054863
2020-06-14,mali,0.766209476309227
2020-06-14,mexico,0.495635910224439
2020-06-14,moldova,0.830423940149626
2020-06-14,morocco,1
2020-06-14,netherlands,1
2020-06-14,newzealand,1
2020-06-14,nicaragua,0.269326683291771
2020-06-14,niger,1
2020-06-14,nigeria,0.575436408977556
2020-06-14,northmacedonia,0.993765586034913
2020-06-14,norway,1
2020-06-14,oman,0.696384039900249
2020-06-14,pakistan,0.839152119700748
2020-06-14,panama,0.726309226932668
2020-06-14,peru,0.500623441396509
2020-06-14,philippines,0.814214463840399
2020-06-14,poland,0.850997506234414
2020-06-14,portugal,0.999376558603491
2020-06-14,qatar,0.741479634247714
2020-06-14,romania,0.984413965087282
2020-06-14,russia,0.776184538653367
2020-06-14,sanmarino,1
2020-06-14,saudiarabia,0.891521197007481
2020-06-14,senegal,0.894014962593516
2020-06-14,serbia,0.999376558603491
2020-06-14,sierraleone,0.6571072319202
2020-06-14,singapore,0.975062344139651
2020-06-14,slovakia,1
2020-06-14,slovenia,1
2020-06-14,somalia,0.99501246882793
2020-06-14,southafrica,0.440773067331671
2020-06-14,southkorea,1
2020-06-14,spain,1
2020-06-14,sudan,0.54925187032419
2020-06-14,sweden,0.879052369077307
2020-06-14,switzerland,1
2020-06-14,tajikistan,0.60785536159601
2020-06-14,tanzania,1
2020-06-14,thailand,1
2020-06-14,tunisia,0.999376558603491
2020-06-14,turkey,0.997506234413965
2020-06-14,ukraine,0.882793017456359
2020-06-14,unitedarabemirates,0.669576059850374
2020-06-14,unitedkingdom,0.993765586034913
2020-06-14,uruguay,0.966334164588529
2020-06-14,us,0.966334164588529
2020-06-14,yemen,0.751246882793017
2020-06-21,afghanistan,0.539900249376559
2020-06-21,albania,0.943890274314214
2020-06-21,algeria,0.784912718204489
2020-06-21,andorra,1
2020-06-21,argentina,0.591645885286783
2020-06-21,armenia,0.608478802992519
2020-06-21,australia,1
2020-06-21,austria,1
2020-06-21,azerbaijan,0.694513715710723
2020-06-21,bangladesh,0.66645885286783
2020-06-21,belarus,0.831047381546135
2020-06-21,belgium,1
2020-06-21,bolivia,0.424563591022444
2020-06-21,bosniaandherzegovina,0.999376558603491
2020-06-21,brazil,0.564837905236908
2020-06-21,bulgaria,1
2020-06-21,burkinafaso,0.999688182101653
2020-06-21,cameroon,0.808603491271821
2020-06-21,canada,0.985660847880299
2020-06-21,chad,0.958852867830424
2020-06-21,chile,0.566708229426434
2020-06-21,china,1
2020-06-21,colombia,0.611596009975062
2020-06-21,cotedivoire,0.939526184538653
2020-06-21,croatia,1
2020-06-21,cuba,1
2020-06-21,czechia,1
2020-06-21,democraticcongo,0.538029925187033
2020-06-21,denmark,1
2020-06-21,dominicanrepublic,0.829800498753117
2020-06-21,ecuador,1
2020-06-21,egypt,0.618453865336658
2020-06-21,elsalvador,0.688902743142145
2020-06-21,estonia,1
2020-06-21,finland,1
2020-06-21,france,1
2020-06-21,germany,1
2020-06-21,ghana,0.967581047381546
2020-06-21,greece,1
2020-06-21,guatemala,0.53927680798005
2020-06-21,guinea,0.996259351620948
2020-06-21,haiti,0.274937655860349
2020-06-21,honduras,0.621571072319202
2020-06-21,hungary,1
2020-06-21,india,0.600997506234414
2020-06-21,indonesia,0.830423940149626
2020-06-21,iran,0.920822942643392
2020-06-21,iraq,0.572319201995013
2020-06-21,ireland,1
2020-06-21,israel,1
2020-06-21,italy,1
2020-06-21,japan,1
2020-06-21,kazakhstan,0.862219451371571
2020-06-21,kenya,0.62281795511222
2020-06-21,kosovo,0.999376558603491
2020-06-21,kuwait,0.880922693266833
2020-06-21,latvia,1
2020-06-21,lebanon,0.97568578553616
2020-06-21,liberia,0.986660929432014
2020-06-21,lithuania,1
2020-06-21,luxembourg,1
2020-06-21,malaysia,0.960099750623441
2020-06-21,mali,0.809226932668329
2020-06-21,mexico,0.597256857855362
2020-06-21,moldova,0.861596009975062
2020-06-21,morocco,1
2020-06-21,netherlands,1
2020-06-21,newzealand,1
2020-06-21,nicaragua,0.33354114713217
2020-06-21,niger,1
2020-06-21,nigeria,0.657730673316708
2020-06-21,northmacedonia,0.994389027431421
2020-06-21,norway,1
2020-06-21,oman,0.744389027431422
2020-06-21,pakistan,0.865960099750623
2020-06-21,panama,0.791147132169576
2020-06-21,peru,0.607231920199501
2020-06-21,philippines,0.855361596009975
2020-06-21,poland,0.889650872817955
2020-06-21,portugal,0.999376558603491
2020-06-21,qatar,0.793848711554447
2020-06-21,romania,0.986284289276808
2020-06-21,russia,0.819201995012469
2020-06-21,sanmarino,1
2020-06-21,saudiarabia,0.917082294264339
2020-06-21,senegal,0.912094763092269
2020-06-21,serbia,0.999376558603491
2020-06-21,sierraleone,0.697007481296758
2020-06-21,singapore,0.976309226932668
2020-06-21,slovakia,1
2020-06-21,slovenia,1
2020-06-21,somalia,0.99501246882793
2020-06-21,southafrica,0.525561097256858
2020-06-21,southkorea,1
2020-06-21,spain,1
2020-06-21,sudan,0.604738154613466
2020-06-21,sweden,0.913341645885287
2020-06-21,switzerland,1
2020-06-21,tajikistan,0.717581047381546
2020-06-21,tanzania,1
2020-06-21,thailand,1
2020-06-21,tunisia,0.999376558603491
2020-06-21,turkey,0.997506234413965
2020-06-21,ukraine,0.904613466334165
2020-06-21,unitedarabemirates,0.751870324189526
2020-06-21,unitedkingdom,0.993765586034913
2020-06-21,uruguay,0.971321695760599
2020-06-21,us,0.975062344139651
2020-06-21,yemen,0.802992518703242
2020-06-28,afghanistan,0.621571072319202
2020-06-28,albania,0.957605985037407
2020-06-28,algeria,0.843516209476309
2020-06-28,andorra,1
2020-06-28,argentina,0.679551122194514
2020-06-28,armenia,0.690149625935162
2020-06-28,australia,1
2020-06-28,austria,1
2020-06-28,azerbaijan,0.766209476309227
2020-06-28,bangladesh,0.744389027431422
2020-06-28,belarus,0.866583541147132
2020-06-28,belgium,1
2020-06-28,bolivia,0.509351620947631
2020-06-28,bosniaandherzegovina,0.999376558603491
2020-06-28,brazil,0.6571072319202
2020-06-28,bulgaria,1
2020-06-28,burkinafaso,0.999688182101653
2020-06-28,cameroon,0.836658354114713
2020-06-28,canada,0.988154613466334
2020-06-28,chad,0.963216957605985
2020-06-28,chile,0.658977556109726
2020-06-28,china,1
2020-06-28,colombia,0.693266832917706
2020-06-28,cotedivoire,0.948254364089775
2020-06-28,croatia,1
2020-06-28,cuba,1
2020-06-28,czechia,1
2020-06-28,democraticcongo,0.621571072319202
2020-06-28,denmark,1
2020-06-28,dominicanrepublic,0.865336658354115
2020-06-28,ecuador,1
2020-06-28,egypt,0.705112219451372
2020-06-28,elsalvador,0.751246882793017
2020-06-28,estonia,1
2020-06-28,finland,1
2020-06-28,france,1
2020-06-28,germany,1
2020-06-28,ghana,0.968827930174564
2020-06-28,greece,1
2020-06-28,guatemala,0.624688279301746
2020-06-28,guinea,0.996259351620948
2020-06-28,haiti,0.34788029925187
2020-06-28,honduras,0.672693266832918
2020-06-28,hungary,1
2020-06-28,india,0.683915211970075
2020-06-28,indonesia,0.864713216957606
2020-06-28,iran,0.940773067331671
2020-06-28,iraq,0.645261845386534
2020-06-28,ireland,1
2020-06-28,israel,1
2020-06-28,italy,1
2020-06-28,japan,1
2020-06-28,kazakhstan,0.884039900249377
2020-06-28,kenya,0.684538653366584
2020-06-28,kosovo,0.999376558603491
2020-06-28,kuwait,0.925187032418953
2020-06-28,latvia,1
2020-06-28,lebanon,0.979426433915212
2020-06-28,liberia,0.989027538726334
2020-06-28,lithuania,1
2020-06-28,luxembourg,1
2020-06-28,malaysia,0.967581047381546
2020-06-28,mali,0.85286783042394
2020-06-28,mexico,0.695760598503741
2020-06-28,moldova,0.899002493765586
2020-06-28,morocco,1
2020-06-28,netherlands,1
2020-06-28,newzealand,1
2020-06-28,nicaragua,0.425187032418953
2020-06-28,niger,1
2020-06-28,nigeria,0.736907730673317
2020-06-28,northmacedonia,0.994389027431421
2020-06-28,norway,1
2020-06-28,oman,0.781172069825436
2020-06-28,pakistan,0.886533665835411
2020-06-28,panama,0.840399002493766
2020-06-28,peru,0.687655860349127
2020-06-28,philippines,0.881546134663342
2020-06-28,poland,0.911471321695761
2020-06-28,portugal,0.999376558603491
2020-06-28,qatar,0.84788029925187
2020-06-28,romania,0.988154613466334
2020-06-28,russia,0.867206982543641
2020-06-28,sanmarino,1
2020-06-28,saudiarabia,0.940773067331671
2020-06-28,senegal,0.927680798004987
2020-06-28,serbia,0.999376558603491
2020-06-28,sierraleone,0.740648379052369
2020-06-28,singapore,0.978179551122195
2020-06-28,slovakia,1
2020-06-28,slovenia,1
2020-06-28,somalia,0.996882793017456
2020-06-28,southafrica,0.614089775561097
2020-06-28,southkorea,1
2020-06-28,spain,1
2020-06-28,sudan,0.668329177057357
2020-06-28,sweden,0.932668329177057
2020-06-28,switzerland,1
2020-06-28,tajikistan,0.796758104738155
2020-06-28,tanzania,1
2020-06-28,thailand,1
2020-06-28,tunisia,0.999376558603491
2020-06-28,turkey,0.997506234413965
2020-06-28,ukraine,0.920822942643392
2020-06-28,unitedarabemirates,0.802369077306733
2020-06-28,unitedkingdom,0.993765586034913
2020-06-28,uruguay,0.975685785536159
2020-06-28,us,0.978179551122194
2020-06-28,yemen,0.8428927680798
2020-07-05,afghanistan,0.693266832917706
2020-07-05,albania,0.966957605985037
2020-07-05,algeria,0.894638403990025
2020-07-05,andorra,1
2020-07-05,argentina,0.733790523690773
2020-07-05,armenia,0.746882793017456
2020-07-05,australia,1
2020-07-05,austria,1
2020-07-05,azerbaijan,0.816084788029925
2020-07-05,bangladesh,0.799875311720698
2020-07-05,belarus,0.89214463840399
2020-07-05,belgium,1
2020-07-05,bolivia,0.592269326683292
2020-07-05,bosniaandherzegovina,0.999376558603491
2020-07-05,brazil,0.72568578553616
2020-07-05,bulgaria,1
2020-07-05,burkinafaso,0.999688182101653
2020-07-05,cameroon,0.859725685785536
2020-07-05,canada,0.988154613466334
2020-07-05,chad,0.971321695760599
2020-07-05,chile,0.733167082294264
2020-07-05,china,1
2020-07-05,colombia,0.749376558603491
2020-07-05,cotedivoire,0.960099750623441
2020-07-05,croatia,1
2020-07-05,cuba,1
2020-07-05,czechia,1
2020-07-05,democraticcongo,0.693890274314215
2020-07-05,denmark,1
2020-07-05,dominicanrepublic,0.895885286783042
2020-07-05,ecuador,1
2020-07-05,egypt,0.773690773067332
2020-07-05,elsalvador,0.810473815461347
2020-07-05,estonia,1
2020-07-05,finland,1
2020-07-05,france,1
2020-07-05,germany,1
2020-07-05,ghana,0.973192019950125
2020-07-05,greece,1
2020-07-05,guatemala,0.694513715710723
2020-07-05,guinea,0.996882793017456
2020-07-05,haiti,0.422693266832918
2020-07-05,honduras,0.733167082294264
2020-07-05,hungary,1
2020-07-05,india,0.75
2020-07-05,indonesia,0.899625935162095
2020-07-05,iran,0.955112219451372
2020-07-05,iraq,0.712593516209476
2020-07-05,ireland,1
2020-07-05,israel,1
2020-07-05,italy,1
2020-07-05,japan,1
2020-07-05,kazakhstan,0.905860349127182
2020-07-05,kenya,0.735037406483791
2020-07-05,kosovo,0.999376558603491
2020-07-05,kuwait,0.945137157107232
2020-07-05,latvia,1
2020-07-05,lebanon,0.980673316708229
2020-07-05,liberia,0.989457831325301
